2024-04-05 16:33:46,379 | WARNING | GitHub exception with repo lzwme/chatgpt-sites, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/lzwme/chatgpt-sites.git', '/Volumes/T7/data/repos/TypeScript/lzwme@chatgpt-sites'], 128, b"Cloning into '/Volumes/T7/data/repos/TypeScript/lzwme@chatgpt-sites'...\nfatal: could not read Username for 'https://github.com': Device not configured\n")
2024-04-05 18:50:51,918 | WARNING | GitHub exception with repo RIA-AED/RIABandwidthSaver, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/RIA-AED/RIABandwidthSaver.git', '/Volumes/T7/data/repos/Java/RIA-AED@RIABandwidthSaver'], 128, b"Cloning into '/Volumes/T7/data/repos/Java/RIA-AED@RIABandwidthSaver'...\nfatal: could not read Username for 'https://github.com': Device not configured\n")
2024-04-05 18:50:51,918 | WARNING | GitHub exception with repo RIA-AED/RIABandwidthSaver, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/RIA-AED/RIABandwidthSaver.git', '/Volumes/T7/data/repos/Java/RIA-AED@RIABandwidthSaver'], 128, b"Cloning into '/Volumes/T7/data/repos/Java/RIA-AED@RIABandwidthSaver'...\nfatal: could not read Username for 'https://github.com': Device not configured\n")
2024-04-05 18:50:51,918 | WARNING | GitHub exception with repo RIA-AED/RIABandwidthSaver, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/RIA-AED/RIABandwidthSaver.git', '/Volumes/T7/data/repos/Java/RIA-AED@RIABandwidthSaver'], 128, b"Cloning into '/Volumes/T7/data/repos/Java/RIA-AED@RIABandwidthSaver'...\nfatal: could not read Username for 'https://github.com': Device not configured\n")
2024-04-05 23:03:54,995 | WARNING | GitHub exception with repo lzwme/chatgpt-sites, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/lzwme/chatgpt-sites.git', '/Volumes/T7/data/repos/TypeScript/lzwme@chatgpt-sites'], 128, b"Cloning into '/Volumes/T7/data/repos/TypeScript/lzwme@chatgpt-sites'...\nfatal: could not read Username for 'https://github.com': Device not configured\n")
2024-04-05 23:03:54,995 | WARNING | GitHub exception with repo lzwme/chatgpt-sites, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/lzwme/chatgpt-sites.git', '/Volumes/T7/data/repos/TypeScript/lzwme@chatgpt-sites'], 128, b"Cloning into '/Volumes/T7/data/repos/TypeScript/lzwme@chatgpt-sites'...\nfatal: could not read Username for 'https://github.com': Device not configured\n")
2024-04-05 23:03:54,995 | WARNING | GitHub exception with repo lzwme/chatgpt-sites, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/lzwme/chatgpt-sites.git', '/Volumes/T7/data/repos/TypeScript/lzwme@chatgpt-sites'], 128, b"Cloning into '/Volumes/T7/data/repos/TypeScript/lzwme@chatgpt-sites'...\nfatal: could not read Username for 'https://github.com': Device not configured\n")
2024-04-05 23:03:54,995 | WARNING | GitHub exception with repo lzwme/chatgpt-sites, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/lzwme/chatgpt-sites.git', '/Volumes/T7/data/repos/TypeScript/lzwme@chatgpt-sites'], 128, b"Cloning into '/Volumes/T7/data/repos/TypeScript/lzwme@chatgpt-sites'...\nfatal: could not read Username for 'https://github.com': Device not configured\n")
2024-04-05 23:03:54,995 | WARNING | GitHub exception with repo lzwme/chatgpt-sites, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/lzwme/chatgpt-sites.git', '/Volumes/T7/data/repos/TypeScript/lzwme@chatgpt-sites'], 128, b"Cloning into '/Volumes/T7/data/repos/TypeScript/lzwme@chatgpt-sites'...\nfatal: could not read Username for 'https://github.com': Device not configured\n")
2024-04-05 23:03:54,995 | WARNING | GitHub exception with repo lzwme/chatgpt-sites, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/lzwme/chatgpt-sites.git', '/Volumes/T7/data/repos/TypeScript/lzwme@chatgpt-sites'], 128, b"Cloning into '/Volumes/T7/data/repos/TypeScript/lzwme@chatgpt-sites'...\nfatal: could not read Username for 'https://github.com': Device not configured\n")
2024-04-05 23:03:54,995 | WARNING | GitHub exception with repo lzwme/chatgpt-sites, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/lzwme/chatgpt-sites.git', '/Volumes/T7/data/repos/TypeScript/lzwme@chatgpt-sites'], 128, b"Cloning into '/Volumes/T7/data/repos/TypeScript/lzwme@chatgpt-sites'...\nfatal: could not read Username for 'https://github.com': Device not configured\n")
2024-04-05 23:03:54,995 | WARNING | GitHub exception with repo lzwme/chatgpt-sites, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/lzwme/chatgpt-sites.git', '/Volumes/T7/data/repos/TypeScript/lzwme@chatgpt-sites'], 128, b"Cloning into '/Volumes/T7/data/repos/TypeScript/lzwme@chatgpt-sites'...\nfatal: could not read Username for 'https://github.com': Device not configured\n")
2024-04-05 23:03:54,995 | WARNING | GitHub exception with repo lzwme/chatgpt-sites, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/lzwme/chatgpt-sites.git', '/Volumes/T7/data/repos/TypeScript/lzwme@chatgpt-sites'], 128, b"Cloning into '/Volumes/T7/data/repos/TypeScript/lzwme@chatgpt-sites'...\nfatal: could not read Username for 'https://github.com': Device not configured\n")
2024-04-05 23:12:26,632 | WARNING | GitHub exception with repo yesmore/inke, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/yesmore/inke.git', '/Volumes/T7/data/repos/TypeScript/yesmore@inke'], 128, b"Cloning into '/Volumes/T7/data/repos/TypeScript/yesmore@inke'...\nfatal: could not read Username for 'https://github.com': Device not configured\n")
2024-04-05 23:12:26,632 | WARNING | GitHub exception with repo yesmore/inke, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/yesmore/inke.git', '/Volumes/T7/data/repos/TypeScript/yesmore@inke'], 128, b"Cloning into '/Volumes/T7/data/repos/TypeScript/yesmore@inke'...\nfatal: could not read Username for 'https://github.com': Device not configured\n")
2024-04-05 23:12:26,632 | WARNING | GitHub exception with repo yesmore/inke, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/yesmore/inke.git', '/Volumes/T7/data/repos/TypeScript/yesmore@inke'], 128, b"Cloning into '/Volumes/T7/data/repos/TypeScript/yesmore@inke'...\nfatal: could not read Username for 'https://github.com': Device not configured\n")
2024-04-05 23:12:26,632 | WARNING | GitHub exception with repo yesmore/inke, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/yesmore/inke.git', '/Volumes/T7/data/repos/TypeScript/yesmore@inke'], 128, b"Cloning into '/Volumes/T7/data/repos/TypeScript/yesmore@inke'...\nfatal: could not read Username for 'https://github.com': Device not configured\n")
2024-04-05 23:12:26,632 | WARNING | GitHub exception with repo yesmore/inke, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/yesmore/inke.git', '/Volumes/T7/data/repos/TypeScript/yesmore@inke'], 128, b"Cloning into '/Volumes/T7/data/repos/TypeScript/yesmore@inke'...\nfatal: could not read Username for 'https://github.com': Device not configured\n")
2024-04-05 23:12:26,632 | WARNING | GitHub exception with repo yesmore/inke, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/yesmore/inke.git', '/Volumes/T7/data/repos/TypeScript/yesmore@inke'], 128, b"Cloning into '/Volumes/T7/data/repos/TypeScript/yesmore@inke'...\nfatal: could not read Username for 'https://github.com': Device not configured\n")
2024-04-05 23:12:26,632 | WARNING | GitHub exception with repo yesmore/inke, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/yesmore/inke.git', '/Volumes/T7/data/repos/TypeScript/yesmore@inke'], 128, b"Cloning into '/Volumes/T7/data/repos/TypeScript/yesmore@inke'...\nfatal: could not read Username for 'https://github.com': Device not configured\n")
2024-04-05 23:12:26,632 | WARNING | GitHub exception with repo yesmore/inke, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/yesmore/inke.git', '/Volumes/T7/data/repos/TypeScript/yesmore@inke'], 128, b"Cloning into '/Volumes/T7/data/repos/TypeScript/yesmore@inke'...\nfatal: could not read Username for 'https://github.com': Device not configured\n")
2024-04-05 23:12:26,632 | WARNING | GitHub exception with repo yesmore/inke, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/yesmore/inke.git', '/Volumes/T7/data/repos/TypeScript/yesmore@inke'], 128, b"Cloning into '/Volumes/T7/data/repos/TypeScript/yesmore@inke'...\nfatal: could not read Username for 'https://github.com': Device not configured\n")
2024-04-05 23:14:13,626 | WARNING | GitHub exception with repo uiwjs/react-login-page, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/uiwjs/react-login-page.git', '/Volumes/T7/data/repos/TypeScript/uiwjs@react-login-page'], 128, b"Cloning into '/Volumes/T7/data/repos/TypeScript/uiwjs@react-login-page'...\nPOST git-upload-pack (gzip 1927 to 1030 bytes)\nerror: RPC failed; curl 92 HTTP/2 stream 3 was not closed cleanly: CANCEL (err 8)\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-05 23:14:13,626 | WARNING | GitHub exception with repo uiwjs/react-login-page, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/uiwjs/react-login-page.git', '/Volumes/T7/data/repos/TypeScript/uiwjs@react-login-page'], 128, b"Cloning into '/Volumes/T7/data/repos/TypeScript/uiwjs@react-login-page'...\nPOST git-upload-pack (gzip 1927 to 1030 bytes)\nerror: RPC failed; curl 92 HTTP/2 stream 3 was not closed cleanly: CANCEL (err 8)\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-05 23:14:13,626 | WARNING | GitHub exception with repo uiwjs/react-login-page, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/uiwjs/react-login-page.git', '/Volumes/T7/data/repos/TypeScript/uiwjs@react-login-page'], 128, b"Cloning into '/Volumes/T7/data/repos/TypeScript/uiwjs@react-login-page'...\nPOST git-upload-pack (gzip 1927 to 1030 bytes)\nerror: RPC failed; curl 92 HTTP/2 stream 3 was not closed cleanly: CANCEL (err 8)\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-05 23:14:13,626 | WARNING | GitHub exception with repo uiwjs/react-login-page, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/uiwjs/react-login-page.git', '/Volumes/T7/data/repos/TypeScript/uiwjs@react-login-page'], 128, b"Cloning into '/Volumes/T7/data/repos/TypeScript/uiwjs@react-login-page'...\nPOST git-upload-pack (gzip 1927 to 1030 bytes)\nerror: RPC failed; curl 92 HTTP/2 stream 3 was not closed cleanly: CANCEL (err 8)\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-05 23:14:13,626 | WARNING | GitHub exception with repo uiwjs/react-login-page, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/uiwjs/react-login-page.git', '/Volumes/T7/data/repos/TypeScript/uiwjs@react-login-page'], 128, b"Cloning into '/Volumes/T7/data/repos/TypeScript/uiwjs@react-login-page'...\nPOST git-upload-pack (gzip 1927 to 1030 bytes)\nerror: RPC failed; curl 92 HTTP/2 stream 3 was not closed cleanly: CANCEL (err 8)\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-05 23:14:13,626 | WARNING | GitHub exception with repo uiwjs/react-login-page, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/uiwjs/react-login-page.git', '/Volumes/T7/data/repos/TypeScript/uiwjs@react-login-page'], 128, b"Cloning into '/Volumes/T7/data/repos/TypeScript/uiwjs@react-login-page'...\nPOST git-upload-pack (gzip 1927 to 1030 bytes)\nerror: RPC failed; curl 92 HTTP/2 stream 3 was not closed cleanly: CANCEL (err 8)\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-05 23:14:13,626 | WARNING | GitHub exception with repo uiwjs/react-login-page, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/uiwjs/react-login-page.git', '/Volumes/T7/data/repos/TypeScript/uiwjs@react-login-page'], 128, b"Cloning into '/Volumes/T7/data/repos/TypeScript/uiwjs@react-login-page'...\nPOST git-upload-pack (gzip 1927 to 1030 bytes)\nerror: RPC failed; curl 92 HTTP/2 stream 3 was not closed cleanly: CANCEL (err 8)\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-05 23:14:13,626 | WARNING | GitHub exception with repo uiwjs/react-login-page, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/uiwjs/react-login-page.git', '/Volumes/T7/data/repos/TypeScript/uiwjs@react-login-page'], 128, b"Cloning into '/Volumes/T7/data/repos/TypeScript/uiwjs@react-login-page'...\nPOST git-upload-pack (gzip 1927 to 1030 bytes)\nerror: RPC failed; curl 92 HTTP/2 stream 3 was not closed cleanly: CANCEL (err 8)\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-05 23:14:13,626 | WARNING | GitHub exception with repo uiwjs/react-login-page, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/uiwjs/react-login-page.git', '/Volumes/T7/data/repos/TypeScript/uiwjs@react-login-page'], 128, b"Cloning into '/Volumes/T7/data/repos/TypeScript/uiwjs@react-login-page'...\nPOST git-upload-pack (gzip 1927 to 1030 bytes)\nerror: RPC failed; curl 92 HTTP/2 stream 3 was not closed cleanly: CANCEL (err 8)\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-05 23:18:22,129 | WARNING | GitHub exception with repo recursivelyai/copilotkit, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/recursivelyai/copilotkit.git', '/Volumes/T7/data/repos/TypeScript/recursivelyai@copilotkit'], 128, b"Cloning into '/Volumes/T7/data/repos/TypeScript/recursivelyai@copilotkit'...\nPOST git-upload-pack (gzip 11627 to 5873 bytes)\nerror: RPC failed; curl 92 HTTP/2 stream 3 was not closed cleanly: CANCEL (err 8)\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-05 23:18:22,129 | WARNING | GitHub exception with repo recursivelyai/copilotkit, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/recursivelyai/copilotkit.git', '/Volumes/T7/data/repos/TypeScript/recursivelyai@copilotkit'], 128, b"Cloning into '/Volumes/T7/data/repos/TypeScript/recursivelyai@copilotkit'...\nPOST git-upload-pack (gzip 11627 to 5873 bytes)\nerror: RPC failed; curl 92 HTTP/2 stream 3 was not closed cleanly: CANCEL (err 8)\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-05 23:18:22,129 | WARNING | GitHub exception with repo recursivelyai/copilotkit, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/recursivelyai/copilotkit.git', '/Volumes/T7/data/repos/TypeScript/recursivelyai@copilotkit'], 128, b"Cloning into '/Volumes/T7/data/repos/TypeScript/recursivelyai@copilotkit'...\nPOST git-upload-pack (gzip 11627 to 5873 bytes)\nerror: RPC failed; curl 92 HTTP/2 stream 3 was not closed cleanly: CANCEL (err 8)\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-05 23:18:22,129 | WARNING | GitHub exception with repo recursivelyai/copilotkit, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/recursivelyai/copilotkit.git', '/Volumes/T7/data/repos/TypeScript/recursivelyai@copilotkit'], 128, b"Cloning into '/Volumes/T7/data/repos/TypeScript/recursivelyai@copilotkit'...\nPOST git-upload-pack (gzip 11627 to 5873 bytes)\nerror: RPC failed; curl 92 HTTP/2 stream 3 was not closed cleanly: CANCEL (err 8)\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-05 23:18:22,129 | WARNING | GitHub exception with repo recursivelyai/copilotkit, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/recursivelyai/copilotkit.git', '/Volumes/T7/data/repos/TypeScript/recursivelyai@copilotkit'], 128, b"Cloning into '/Volumes/T7/data/repos/TypeScript/recursivelyai@copilotkit'...\nPOST git-upload-pack (gzip 11627 to 5873 bytes)\nerror: RPC failed; curl 92 HTTP/2 stream 3 was not closed cleanly: CANCEL (err 8)\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-05 23:18:22,129 | WARNING | GitHub exception with repo recursivelyai/copilotkit, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/recursivelyai/copilotkit.git', '/Volumes/T7/data/repos/TypeScript/recursivelyai@copilotkit'], 128, b"Cloning into '/Volumes/T7/data/repos/TypeScript/recursivelyai@copilotkit'...\nPOST git-upload-pack (gzip 11627 to 5873 bytes)\nerror: RPC failed; curl 92 HTTP/2 stream 3 was not closed cleanly: CANCEL (err 8)\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-05 23:18:22,129 | WARNING | GitHub exception with repo recursivelyai/copilotkit, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/recursivelyai/copilotkit.git', '/Volumes/T7/data/repos/TypeScript/recursivelyai@copilotkit'], 128, b"Cloning into '/Volumes/T7/data/repos/TypeScript/recursivelyai@copilotkit'...\nPOST git-upload-pack (gzip 11627 to 5873 bytes)\nerror: RPC failed; curl 92 HTTP/2 stream 3 was not closed cleanly: CANCEL (err 8)\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-05 23:18:22,129 | WARNING | GitHub exception with repo recursivelyai/copilotkit, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/recursivelyai/copilotkit.git', '/Volumes/T7/data/repos/TypeScript/recursivelyai@copilotkit'], 128, b"Cloning into '/Volumes/T7/data/repos/TypeScript/recursivelyai@copilotkit'...\nPOST git-upload-pack (gzip 11627 to 5873 bytes)\nerror: RPC failed; curl 92 HTTP/2 stream 3 was not closed cleanly: CANCEL (err 8)\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-05 23:18:22,129 | WARNING | GitHub exception with repo recursivelyai/copilotkit, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/recursivelyai/copilotkit.git', '/Volumes/T7/data/repos/TypeScript/recursivelyai@copilotkit'], 128, b"Cloning into '/Volumes/T7/data/repos/TypeScript/recursivelyai@copilotkit'...\nPOST git-upload-pack (gzip 11627 to 5873 bytes)\nerror: RPC failed; curl 92 HTTP/2 stream 3 was not closed cleanly: CANCEL (err 8)\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
